time_s,angle_deg,angular_vel_dps,pid_output,setpoint
5.4000,-0.0139,0.0049,0.0002,0.0000
5.4100,-0.0138,0.0049,0.0002,0.0000
5.4200,-0.0138,0.0049,0.0002,0.0000
5.4300,-0.0137,0.0049,0.0002,0.0000
5.4400,-0.0137,0.0049,0.0002,0.0000
5.4500,-0.0136,0.0049,0.0002,0.0000
5.4600,-0.0136,0.0049,0.0002,0.0000
5.4700,-0.0135,0.0048,0.0002,0.0000
5.4800,-0.0135,0.0048,0.0002,0.0000
5.4900,-0.0134,0.0048,0.0002,0.0000
5.5000,-0.0134,0.0048,0.0002,0.0000
5.5100,-0.0133,0.0048,0.0002,0.0000
5.5200,-0.0133,0.0048,0.0002,0.0000
5.5300,-0.0132,0.0048,0.0002,0.0000
5.5400,-0.0132,0.0047,0.0002,0.0000
5.5500,-0.0131,0.0047,0.0002,0.0000
5.5600,-0.0131,0.0047,0.0002,0.0000
5.5700,-0.0130,0.0047,0.0002,0.0000
5.5800,-0.0130,0.0047,0.0002,0.0000
5.5900,-0.0130,0.0047,0.0002,0.0000
5.6000,-0.0129,0.0047,0.0002,0.0000
5.6100,-0.0129,0.0046,0.0002,0.0000
5.6200,-0.0128,0.0046,0.0002,0.0000
5.6300,-0.0128,0.0046,0.0002,0.0000
5.6400,-0.0127,0.0046,0.0002,0.0000
5.6500,-0.0127,0.0046,0.0002,0.0000
5.6600,-0.0126,0.0046,0.0002,0.0000
5.6700,-0.0126,0.0045,0.0002,0.0000
5.6800,-0.0125,0.0045,0.0002,0.0000
5.6900,-0.0125,0.0045,0.0002,0.0000
5.7000,-0.0124,0.0045,0.0002,0.0000
5.7100,-0.0124,0.0045,0.0002,0.0000
5.7200,-0.0124,0.0045,0.0002,0.0000
5.7300,-0.0123,0.0045,0.0002,0.0000
5.7400,-0.0123,0.0044,0.0002,0.0000
5.7500,-0.0122,0.0044,0.0002,0.0000
5.7600,-0.0122,0.0044,0.0002,0.0000
5.7700,-0.0121,0.0044,0.0002,0.0000
5.7800,-0.0121,0.0044,0.0002,0.0000
5.7900,-0.0120,0.0044,0.0002,0.0000
5.8000,-0.0120,0.0043,0.0002,0.0000
5.8100,-0.0120,0.0043,0.0002,0.0000
5.8200,-0.0119,0.0043,0.0002,0.0000
5.8300,-0.0119,0.0043,0.0002,0.0000
5.8400,-0.0118,0.0043,0.0002,0.0000
5.8500,-0.0118,0.0043,0.0002,0.0000
5.8600,-0.0117,0.0043,0.0002,0.0000
5.8700,-0.0117,0.0042,0.0002,0.0000
5.8800,-0.0117,0.0042,0.0002,0.0000
5.8900,-0.0116,0.0042,0.0002,0.0000
5.9000,-0.0116,0.0042,0.0002,0.0000
5.9100,-0.0115,0.0042,0.0002,0.0000
5.9200,-0.0115,0.0042,0.0002,0.0000
5.9300,-0.0115,0.0042,0.0002,0.0000
5.9400,-0.0114,0.0041,0.0002,0.0000
5.9500,-0.0114,0.0041,0.0002,0.0000
5.9600,-0.0113,0.0041,0.0002,0.0000
5.9700,-0.0113,0.0041,0.0002,0.0000
5.9800,-0.0112,0.0041,0.0002,0.0000
5.9900,-0.0112,0.0041,0.0002,0.0000
6.0000,-0.0112,0.0041,0.0002,0.0000
6.0100,-0.0111,0.0040,0.0002,0.0000
6.0200,-0.0111,0.0040,0.0002,0.0000
6.0300,-0.0110,0.0040,0.0002,0.0000
6.0400,-0.0110,0.0040,0.0002,0.0000
6.0500,-0.0110,0.0040,0.0002,0.0000
6.0600,-0.0109,0.0040,0.0002,0.0000
6.0700,-0.0109,0.0040,0.0002,0.0000
6.0800,-0.0108,0.0039,0.0002,0.0000
6.0900,-0.0108,0.0039,0.0002,0.0000
6.1000,-0.0108,0.0039,0.0002,0.0000
6.1100,-0.0107,0.0039,0.0002,0.0000
6.1200,-0.0107,0.0039,0.0002,0.0000
6.1300,-0.0107,0.0039,0.0002,0.0000
6.1400,-0.0106,0.0039,0.0002,0.0000
6.1500,-0.0106,0.0038,0.0002,0.0000
6.1600,-0.0105,0.0038,0.0002,0.0000
6.1700,-0.0105,0.0038,0.0002,0.0000
6.1800,-0.0105,0.0038,0.0002,0.0000
6.1900,-0.0104,0.0038,0.0002,0.0000
6.2000,-0.0104,0.0038,0.0002,0.0000
6.2100,-0.0103,0.0038,0.0002,0.0000
6.2200,-0.0103,0.0037,0.0002,0.0000
6.2300,-0.0103,0.0037,0.0002,0.0000
6.2400,-0.0102,0.0037,0.0002,0.0000
6.2500,-0.0102,0.0037,0.0002,0.0000
6.2600,-0.0102,0.0037,0.0002,0.0000
6.2700,-0.0101,0.0037,0.0002,0.0000
6.2800,-0.0101,0.0037,0.0002,0.0000
6.2900,-0.0101,0.0037,0.0002,0.0000
6.3000,-0.0100,0.0036,0.0002,0.0000
6.3100,-0.0100,0.0036,0.0002,0.0000
6.3200,-0.0099,0.0036,0.0002,0.0000
6.3300,-0.0099,0.0036,0.0002,0.0000
6.3401,-0.0099,0.0036,0.0002,0.0000
6.3501,-0.0098,0.0036,0.0002,0.0000
6.3601,-0.0098,0.0036,0.0002,0.0000
6.3701,-0.0098,0.0035,0.0002,0.0000
6.3801,-0.0097,0.0035,0.0002,0.0000
6.3901,-0.0097,0.0035,0.0002,0.0000
6.4001,-0.0097,0.0035,0.0002,0.0000
6.4101,-0.0096,0.0035,0.0002,0.0000
6.4201,-0.0096,0.0035,0.0002,0.0000
6.4301,-0.0096,0.0035,0.0002,0.0000
6.4401,-0.0095,0.0035,0.0002,0.0000
6.4501,-0.0095,0.0034,0.0002,0.0000
6.4601,-0.0095,0.0034,0.0002,0.0000
6.4701,-0.0094,0.0034,0.0002,0.0000
6.4801,-0.0094,0.0034,0.0002,0.0000
6.4901,-0.0093,0.0034,0.0002,0.0000
6.5001,-0.0093,0.0034,0.0002,0.0000
6.5101,-0.0093,0.0034,0.0002,0.0000
6.5201,-0.0092,0.0034,0.0002,0.0000
6.5301,-0.0092,0.0034,0.0001,0.0000
6.5401,-0.0092,0.0033,0.0001,0.0000
6.5501,-0.0091,0.0033,0.0001,0.0000
6.5601,-0.0091,0.0033,0.0001,0.0000
6.5701,-0.0091,0.0033,0.0001,0.0000
6.5801,-0.0090,0.0033,0.0001,0.0000
6.5901,-0.0090,0.0033,0.0001,0.0000
6.6001,-0.0090,0.0033,0.0001,0.0000
6.6101,-0.0090,0.0033,0.0001,0.0000
6.6201,-0.0089,0.0032,0.0001,0.0000
6.6301,-0.0089,0.0032,0.0001,0.0000
6.6401,-0.0089,0.0032,0.0001,0.0000
6.6501,-0.0088,0.0032,0.0001,0.0000
6.6601,-0.0088,0.0032,0.0001,0.0000
6.6701,-0.0088,0.0032,0.0001,0.0000
6.6801,-0.0087,0.0032,0.0001,0.0000
6.6901,-0.0087,0.0032,0.0001,0.0000
6.7001,-0.0087,0.0032,0.0001,0.0000
6.7101,-0.0086,0.0031,0.0001,0.0000
6.7201,-0.0086,0.0031,0.0001,0.0000
6.7301,-0.0086,0.0031,0.0001,0.0000
6.7401,-0.0085,0.0031,0.0001,0.0000
6.7501,-0.0085,0.0031,0.0001,0.0000
6.7601,-0.0085,0.0031,0.0001,0.0000
6.7701,-0.0084,0.0031,0.0001,0.0000
6.7801,-0.0084,0.0031,0.0001,0.0000
6.7901,-0.0084,0.0030,0.0001,0.0000
6.8001,-0.0084,0.0030,0.0001,0.0000
6.8101,-0.0083,0.0030,0.0001,0.0000
6.8201,-0.0083,0.0030,0.0001,0.0000
6.8301,-0.0083,0.0030,0.0001,0.0000
6.8401,-0.0082,0.0030,0.0001,0.0000
6.8501,-0.0082,0.0030,0.0001,0.0000
6.8601,-0.0082,0.0030,0.0001,0.0000
6.8701,-0.0081,0.0030,0.0001,0.0000
6.8801,-0.0081,0.0030,0.0001,0.0000
6.8901,-0.0081,0.0029,0.0001,0.0000
6.9001,-0.0081,0.0029,0.0001,0.0000
6.9101,-0.0080,0.0029,0.0001,0.0000
6.9201,-0.0080,0.0029,0.0001,0.0000
6.9301,-0.0080,0.0029,0.0001,0.0000
6.9401,-0.0079,0.0029,0.0001,0.0000
6.9501,-0.0079,0.0029,0.0001,0.0000
6.9601,-0.0079,0.0029,0.0001,0.0000
6.9701,-0.0079,0.0029,0.0001,0.0000
6.9801,-0.0078,0.0028,0.0001,0.0000
6.9901,-0.0078,0.0028,0.0001,0.0000
7.0001,-0.0078,0.0028,0.0001,0.0000
7.0101,-0.0077,0.0028,0.0001,0.0000
7.0201,-0.0077,0.0028,0.0001,0.0000
7.0301,-0.0077,0.0028,0.0001,0.0000
7.0401,-0.0077,0.0028,0.0001,0.0000
7.0501,-0.0076,0.0028,0.0001,0.0000
7.0601,-0.0076,0.0028,0.0001,0.0000
7.0701,-0.0076,0.0028,0.0001,0.0000
7.0801,-0.0075,0.0027,0.0001,0.0000
7.0901,-0.0075,0.0027,0.0001,0.0000
7.1001,-0.0075,0.0027,0.0001,0.0000
7.1101,-0.0075,0.0027,0.0001,0.0000
7.1201,-0.0074,0.0027,0.0001,0.0000
7.1301,-0.0074,0.0027,0.0001,0.0000
7.1401,-0.0074,0.0027,0.0001,0.0000
7.1501,-0.0074,0.0027,0.0001,0.0000
7.1601,-0.0073,0.0027,0.0001,0.0000
7.1701,-0.0073,0.0027,0.0001,0.0000
7.1801,-0.0073,0.0026,0.0001,0.0000
7.1901,-0.0073,0.0026,0.0001,0.0000
7.2001,-0.0072,0.0026,0.0001,0.0000
7.2101,-0.0072,0.0026,0.0001,0.0000
7.2201,-0.0072,0.0026,0.0001,0.0000
7.2301,-0.0071,0.0026,0.0001,0.0000
7.2401,-0.0071,0.0026,0.0001,0.0000
7.2501,-0.0071,0.0026,0.0001,0.0000
7.2601,-0.0071,0.0026,0.0001,0.0000
7.2701,-0.0070,0.0026,0.0001,0.0000
7.2801,-0.0070,0.0026,0.0001,0.0000
7.2901,-0.0070,0.0025,0.0001,0.0000
7.3001,-0.0070,0.0025,0.0001,0.0000
7.3101,-0.0069,0.0025,0.0001,0.0000
7.3201,-0.0069,0.0025,0.0001,0.0000
7.3301,-0.0069,0.0025,0.0001,0.0000
7.3401,-0.0069,0.0025,0.0001,0.0000
7.3501,-0.0068,0.0025,0.0001,0.0000
7.3601,-0.0068,0.0025,0.0001,0.0000
7.3701,-0.0068,0.0025,0.0001,0.0000
7.3801,-0.0068,0.0025,0.0001,0.0000
7.3901,-0.0067,0.0025,0.0001,0.0000
7.4001,-0.0067,0.0024,0.0001,0.0000
7.4101,-0.0067,0.0024,0.0001,0.0000
7.4201,-0.0067,0.0024,0.0001,0.0000
7.4301,-0.0066,0.0024,0.0001,0.0000
7.4401,-0.0066,0.0024,0.0001,0.0000
7.4501,-0.0066,0.0024,0.0001,0.0000
7.4601,-0.0066,0.0024,0.0001,0.0000
7.4701,-0.0066,0.0024,0.0001,0.0000
7.4801,-0.0065,0.0024,0.0001,0.0000
7.4901,-0.0065,0.0024,0.0001,0.0000
7.5001,-0.0065,0.0024,0.0001,0.0000
7.5101,-0.0065,0.0023,0.0001,0.0000
7.5201,-0.0064,0.0023,0.0001,0.0000
7.5301,-0.0064,0.0023,0.0001,0.0000
7.5401,-0.0064,0.0023,0.0001,0.0000
7.5501,-0.0064,0.0023,0.0001,0.0000
7.5601,-0.0063,0.0023,0.0001,0.0000
7.5701,-0.0063,0.0023,0.0001,0.0000
7.5801,-0.0063,0.0023,0.0001,0.0000
7.5901,-0.0063,0.0023,0.0001,0.0000
7.6001,-0.0062,0.0023,0.0001,0.0000
7.6101,-0.0062,0.0023,0.0001,0.0000
7.6201,-0.0062,0.0023,0.0001,0.0000
7.6301,-0.0062,0.0022,0.0001,0.0000
7.6401,-0.0062,0.0022,0.0001,0.0000
7.6501,-0.0061,0.0022,0.0001,0.0000
7.6601,-0.0061,0.0022,0.0001,0.0000
7.6701,-0.0061,0.0022,0.0001,0.0000
7.6801,-0.0061,0.0022,0.0001,0.0000
7.6901,-0.0060,0.0022,0.0001,0.0000
7.7001,-0.0060,0.0022,0.0001,0.0000
7.7101,-0.0060,0.0022,0.0001,0.0000
7.7201,-0.0060,0.0022,0.0001,0.0000
7.7301,-0.0060,0.0022,0.0001,0.0000
7.7401,-0.0059,0.0022,0.0001,0.0000
7.7501,-0.0059,0.0022,0.0001,0.0000
7.7601,-0.0059,0.0021,0.0001,0.0000
7.7701,-0.0059,0.0021,0.0001,0.0000
7.7801,-0.0059,0.0021,0.0001,0.0000
7.7901,-0.0058,0.0021,0.0001,0.0000
7.8001,-0.0058,0.0021,0.0001,0.0000
7.8101,-0.0058,0.0021,0.0001,0.0000
7.8201,-0.0058,0.0021,0.0001,0.0000
7.8301,-0.0057,0.0021,0.0001,0.0000
7.8401,-0.0057,0.0021,0.0001,0.0000
7.8501,-0.0057,0.0021,0.0001,0.0000
7.8601,-0.0057,0.0021,0.0001,0.0000
7.8701,-0.0057,0.0021,0.0001,0.0000
7.8801,-0.0056,0.0021,0.0001,0.0000
7.8901,-0.0056,0.0020,0.0001,0.0000
7.9001,-0.0056,0.0020,0.0001,0.0000
7.9101,-0.0056,0.0020,0.0001,0.0000
7.9201,-0.0056,0.0020,0.0001,0.0000
7.9301,-0.0055,0.0020,0.0001,0.0000
7.9401,-0.0055,0.0020,0.0001,0.0000
7.9501,-0.0055,0.0020,0.0001,0.0000
7.9601,-0.0055,0.0020,0.0001,0.0000
7.9701,-0.0055,0.0020,0.0001,0.0000
7.9801,-0.0054,0.0020,0.0001,0.0000
7.9901,-0.0054,0.0020,0.0001,0.0000
8.0001,-0.0054,0.0020,0.0001,0.0000
8.0101,-0.0054,0.0020,0.0001,0.0000
8.0201,-0.0054,0.0020,0.0001,0.0000
8.0301,-0.0053,0.0019,0.0001,0.0000
8.0401,-0.0053,0.0019,0.0001,0.0000
8.0501,-0.0053,0.0019,0.0001,0.0000
8.0601,-0.0053,0.0019,0.0001,0.0000
8.0701,-0.0053,0.0019,0.0001,0.0000
8.0801,-0.0052,0.0019,0.0001,0.0000
8.0901,-0.0052,0.0019,0.0001,0.0000
8.1001,-0.0052,0.0019,0.0001,0.0000
8.1101,-0.0052,0.0019,0.0001,0.0000
8.1201,-0.0052,0.0019,0.0001,0.0000
8.1301,-0.0052,0.0019,0.0001,0.0000
8.1401,-0.0051,0.0019,0.0001,0.0000
8.1501,-0.0051,0.0019,0.0001,0.0000
8.1601,-0.0051,0.0019,0.0001,0.0000
8.1701,-0.0051,0.0018,0.0001,0.0000
8.1801,-0.0051,0.0018,0.0001,0.0000
8.1901,-0.0050,0.0018,0.0001,0.0000
8.2001,-0.0050,0.0018,0.0001,0.0000
8.2101,-0.0050,0.0018,0.0001,0.0000
8.2201,-0.0050,0.0018,0.0001,0.0000
8.2301,-0.0050,0.0018,0.0001,0.0000
8.2401,-0.0050,0.0018,0.0001,0.0000
8.2501,-0.0049,0.0018,0.0001,0.0000
8.2601,-0.0049,0.0018,0.0001,0.0000
8.2701,-0.0049,0.0018,0.0001,0.0000
8.2801,-0.0049,0.0018,0.0001,0.0000
8.2901,-0.0049,0.0018,0.0001,0.0000
8.3001,-0.0048,0.0018,0.0001,0.0000
8.3101,-0.0048,0.0018,0.0001,0.0000
8.3201,-0.0048,0.0017,0.0001,0.0000
8.3301,-0.0048,0.0017,0.0001,0.0000
8.3401,-0.0048,0.0017,0.0001,0.0000
8.3501,-0.0048,0.0017,0.0001,0.0000
8.3601,-0.0047,0.0017,0.0001,0.0000
8.3701,-0.0047,0.0017,0.0001,0.0000
8.3801,-0.0047,0.0017,0.0001,0.0000
8.3901,-0.0047,0.0017,0.0001,0.0000
8.4001,-0.0047,0.0017,0.0001,0.0000
8.4101,-0.0047,0.0017,0.0001,0.0000
8.4201,-0.0046,0.0017,0.0001,0.0000
8.4301,-0.0046,0.0017,0.0001,0.0000
8.4401,-0.0046,0.0017,0.0001,0.0000
8.4501,-0.0046,0.0017,0.0001,0.0000
8.4601,-0.0046,0.0017,0.0001,0.0000
8.4701,-0.0046,0.0017,0.0001,0.0000
8.4801,-0.0045,0.0017,0.0001,0.0000
8.4901,-0.0045,0.0016,0.0001,0.0000
8.5001,-0.0045,0.0016,0.0001,0.0000
8.5101,-0.0045,0.0016,0.0001,0.0000
8.5201,-0.0045,0.0016,0.0001,0.0000
8.5301,-0.0045,0.0016,0.0001,0.0000
8.5401,-0.0044,0.0016,0.0001,0.0000
8.5501,-0.0044,0.0016,0.0001,0.0000
8.5601,-0.0044,0.0016,0.0001,0.0000
8.5701,-0.0044,0.0016,0.0001,0.0000
8.5801,-0.0044,0.0016,0.0001,0.0000
8.5901,-0.0044,0.0016,0.0001,0.0000
8.6001,-0.0043,0.0016,0.0001,0.0000
8.6101,-0.0043,0.0016,0.0001,0.0000
8.6201,-0.0043,0.0016,0.0001,0.0000
8.6301,-0.0043,0.0016,0.0001,0.0000
8.6401,-0.0043,0.0016,0.0001,0.0000
8.6501,-0.0043,0.0016,0.0001,0.0000
8.6601,-0.0043,0.0015,0.0001,0.0000
8.6701,-0.0042,0.0015,0.0001,0.0000
8.6801,-0.0042,0.0015,0.0001,0.0000
8.6901,-0.0042,0.0015,0.0001,0.0000
8.7001,-0.0042,0.0015,0.0001,0.0000
8.7101,-0.0042,0.0015,0.0001,0.0000
8.7201,-0.0042,0.0015,0.0001,0.0000
8.7301,-0.0041,0.0015,0.0001,0.0000
8.7401,-0.0041,0.0015,0.0001,0.0000
8.7501,-0.0041,0.0015,0.0001,0.0000
8.7601,-0.0041,0.0015,0.0001,0.0000
8.7701,-0.0041,0.0015,0.0001,0.0000
8.7801,-0.0041,0.0015,0.0001,0.0000
8.7901,-0.0041,0.0015,0.0001,0.0000
8.8001,-0.0040,0.0015,0.0001,0.0000
8.8101,-0.0040,0.0015,0.0001,0.0000
8.8201,-0.0040,0.0015,0.0001,0.0000
8.8301,-0.0040,0.0015,0.0001,0.0000
8.8401,-0.0040,0.0014,0.0001,0.0000
8.8501,-0.0040,0.0014,0.0001,0.0000
8.8601,-0.0040,0.0014,0.0001,0.0000
8.8701,-0.0039,0.0014,0.0001,0.0000
8.8801,-0.0039,0.0014,0.0001,0.0000
8.8901,-0.0039,0.0014,0.0001,0.0000
8.9001,-0.0039,0.0014,0.0001,0.0000
8.9101,-0.0039,0.0014,0.0001,0.0000
8.9201,-0.0039,0.0014,0.0001,0.0000
8.9301,-0.0039,0.0014,0.0001,0.0000
8.9401,-0.0038,0.0014,0.0001,0.0000
8.9501,-0.0038,0.0014,0.0001,0.0000
8.9601,-0.0038,0.0014,0.0001,0.0000
8.9701,-0.0038,0.0014,0.0001,0.0000
8.9801,-0.0038,0.0014,0.0001,0.0000
8.9901,-0.0038,0.0014,0.0001,0.0000
9.0001,-0.0038,0.0014,0.0001,0.0000
9.0101,-0.0037,0.0014,0.0001,0.0000
9.0201,-0.0037,0.0014,0.0001,0.0000
9.0301,-0.0037,0.0014,0.0001,0.0000
9.0401,-0.0037,0.0013,0.0001,0.0000
9.0501,-0.0037,0.0013,0.0001,0.0000
9.0601,-0.0037,0.0013,0.0001,0.0000
9.0701,-0.0037,0.0013,0.0001,0.0000
9.0801,-0.0037,0.0013,0.0001,0.0000
9.0901,-0.0036,0.0013,0.0001,0.0000
9.1001,-0.0036,0.0013,0.0001,0.0000
9.1101,-0.0036,0.0013,0.0001,0.0000
9.1201,-0.0036,0.0013,0.0001,0.0000
9.1301,-0.0036,0.0013,0.0001,0.0000
9.1401,-0.0036,0.0013,0.0001,0.0000
9.1501,-0.0036,0.0013,0.0001,0.0000
9.1601,-0.0035,0.0013,0.0001,0.0000
9.1701,-0.0035,0.0013,0.0001,0.0000
9.1801,-0.0035,0.0013,0.0001,0.0000
9.1901,-0.0035,0.0013,0.0001,0.0000
9.2001,-0.0035,0.0013,0.0001,0.0000
9.2101,-0.0035,0.0013,0.0001,0.0000
9.2201,-0.0035,0.0013,0.0001,0.0000
9.2301,-0.0035,0.0013,0.0001,0.0000
9.2401,-0.0034,0.0013,0.0001,0.0000
9.2501,-0.0034,0.0012,0.0001,0.0000
9.2601,-0.0034,0.0012,0.0001,0.0000
9.2701,-0.0034,0.0012,0.0001,0.0000
9.2801,-0.0034,0.0012,0.0001,0.0000
9.2901,-0.0034,0.0012,0.0001,0.0000
9.3001,-0.0034,0.0012,0.0001,0.0000
9.3101,-0.0034,0.0012,0.0001,0.0000
9.3201,-0.0033,0.0012,0.0001,0.0000
9.3301,-0.0033,0.0012,0.0001,0.0000
9.3401,-0.0033,0.0012,0.0001,0.0000
9.3501,-0.0033,0.0012,0.0001,0.0000
9.3601,-0.0033,0.0012,0.0001,0.0000
9.3701,-0.0033,0.0012,0.0001,0.0000
9.3801,-0.0033,0.0012,0.0001,0.0000
9.3901,-0.0033,0.0012,0.0001,0.0000
9.4001,-0.0033,0.0012,0.0001,0.0000
9.4101,-0.0032,0.0012,0.0001,0.0000
9.4201,-0.0032,0.0012,0.0001,0.0000
9.4301,-0.0032,0.0012,0.0001,0.0000
9.4401,-0.0032,0.0012,0.0001,0.0000
9.4501,-0.0032,0.0012,0.0001,0.0000
9.4601,-0.0032,0.0012,0.0001,0.0000
9.4701,-0.0032,0.0012,0.0001,0.0000
9.4801,-0.0032,0.0011,0.0001,0.0000
9.4901,-0.0031,0.0011,0.0001,0.0000
9.5001,-0.0031,0.0011,0.0001,0.0000
9.5101,-0.0031,0.0011,0.0001,0.0000
9.5201,-0.0031,0.0011,0.0001,0.0000
9.5301,-0.0031,0.0011,0.0001,0.0000
9.5401,-0.0031,0.0011,0.0001,0.0000
9.5501,-0.0031,0.0011,0.0001,0.0000
9.5601,-0.0031,0.0011,0.0000,0.0000
9.5701,-0.0031,0.0011,0.0000,0.0000
9.5801,-0.0030,0.0011,0.0000,0.0000
9.5901,-0.0030,0.0011,0.0000,0.0000
9.6001,-0.0030,0.0011,0.0000,0.0000
9.6101,-0.0030,0.0011,0.0000,0.0000
9.6201,-0.0030,0.0011,0.0000,0.0000
9.6301,-0.0030,0.0011,0.0000,0.0000
9.6401,-0.0030,0.0011,0.0000,0.0000
9.6501,-0.0030,0.0011,0.0000,0.0000
9.6601,-0.0030,0.0011,0.0000,0.0000
9.6701,-0.0029,0.0011,0.0000,0.0000
9.6801,-0.0029,0.0011,0.0000,0.0000
9.6901,-0.0029,0.0011,0.0000,0.0000
9.7001,-0.0029,0.0011,0.0000,0.0000
9.7101,-0.0029,0.0011,0.0000,0.0000
9.7201,-0.0029,0.0011,0.0000,0.0000
9.7301,-0.0029,0.0010,0.0000,0.0000
9.7401,-0.0029,0.0010,0.0000,0.0000
9.7501,-0.0029,0.0010,0.0000,0.0000
9.7601,-0.0029,0.0010,0.0000,0.0000
9.7701,-0.0028,0.0010,0.0000,0.0000
9.7801,-0.0028,0.0010,0.0000,0.0000
9.7901,-0.0028,0.0010,0.0000,0.0000
9.8001,-0.0028,0.0010,0.0000,0.0000
9.8101,-0.0028,0.0010,0.0000,0.0000
9.8201,-0.0028,0.0010,0.0000,0.0000
9.8301,-0.0028,0.0010,0.0000,0.0000
9.8401,-0.0028,0.0010,0.0000,0.0000
9.8501,-0.0028,0.0010,0.0000,0.0000
9.8601,-0.0028,0.0010,0.0000,0.0000
9.8701,-0.0027,0.0010,0.0000,0.0000
9.8801,-0.0027,0.0010,0.0000,0.0000
9.8901,-0.0027,0.0010,0.0000,0.0000
9.9001,-0.0027,0.0010,0.0000,0.0000
9.9101,-0.0027,0.0010,0.0000,0.0000
9.9201,-0.0027,0.0010,0.0000,0.0000
9.9301,-0.0027,0.0010,0.0000,0.0000
9.9401,-0.0027,0.0010,0.0000,0.0000
9.9501,-0.0027,0.0010,0.0000,0.0000
9.9601,-0.0027,0.0010,0.0000,0.0000
9.9701,-0.0026,0.0010,0.0000,0.0000
9.9801,-0.0026,0.0010,0.0000,0.0000
9.9901,-0.0026,0.0010,0.0000,0.0000
